Store,Dept,Date,Weekly_Pred
1.0,12.0,2011-10-07,12301.503666682787
1.0,12.0,2011-10-14,11449.773666682806
1.0,12.0,2011-10-21,12022.263666683146
1.0,12.0,2011-10-28,9546.043666682941
1.0,13.0,2011-09-02,43741.479666680054
1.0,13.0,2011-09-09,38404.259666680315
1.0,13.0,2011-09-16,37294.54966668035
1.0,13.0,2011-09-23,36171.759666680315
1.0,13.0,2011-09-30,39352.54966668035
1.0,13.0,2011-10-07,41017.57966668015
1.0,13.0,2011-10-14,37627.94966668026
1.0,13.0,2011-10-21,33590.72966668052
1.0,13.0,2011-10-28,36640.44966668026
1.0,14.0,2011-09-02,13470.983333328391
1.0,14.0,2011-09-09,12359.813333328466
1.0,14.0,2011-09-16,13258.86333332828
1.0,14.0,2011-09-23,11323.313333328
1.0,14.0,2011-09-30,12419.453333328596
1.0,14.0,2011-10-07,11584.453333328363
1.0,14.0,2011-10-14,12691.233333328391
1.0,14.0,2011-10-21,11371.033333328205
1.0,14.0,2011-10-28,11431.36333332828
1.0,16.0,2011-09-02,21407.076666702476
1.0,16.0,2011-09-09,21162.54666670268
1.0,16.0,2011-09-16,16190.826666702942
1.0,16.0,2011-09-23,13376.556666703389
1.0,16.0,2011-09-30,14766.966666702141
1.0,16.0,2011-10-07,10020.746666702868
1.0,16.0,2011-10-14,10045.416666702793
1.0,16.0,2011-10-21,6713.066666703632
1.0,16.0,2011-10-28,6202.576666703409
1.0,17.0,2011-09-02,9237.26566665637
1.0,17.0,2011-09-09,8527.88566665625
1.0,17.0,2011-09-16,7913.205666656315
1.0,17.0,2011-09-23,8806.74566665612
1.0,17.0,2011-09-30,7767.035666656389
1.0,17.0,2011-10-07,9314.955666656315
1.0,17.0,2011-10-14,7940.245666656352
1.0,17.0,2011-10-21,7017.365666656231
1.0,17.0,2011-10-28,7317.63566665625
1.0,18.0,2011-09-02,-753.3126666723181
1.0,18.0,2011-09-09,-639.3126666713868
1.0,18.0,2011-09-16,698.3973333260149
1.0,18.0,2011-09-23,2245.4473333297865
1.0,18.0,2011-09-30,2504.107333326443
1.0,18.0,2011-10-07,3647.247333327039
1.0,18.0,2011-10-14,5309.947333329088
1.0,18.0,2011-10-21,8763.297333326853
1.0,18.0,2011-10-28,21570.487333327263
1.0,19.0,2011-09-02,1032.9610000001135
1.0,19.0,2011-09-09,1344.7510000000343
1.0,19.0,2011-09-16,1505.381000000039
1.0,19.0,2011-09-23,1217.1210000000297
1.0,19.0,2011-09-30,1155.4210000000762
1.0,19.0,2011-10-07,1498.6410000000483
1.0,19.0,2011-10-14,1478.101000000011
1.0,19.0,2011-10-21,1411.0809999999924
1.0,19.0,2011-10-28,2173.210999999997
1.0,20.0,2011-09-02,3526.4400000042347
1.0,20.0,2011-09-09,2256.590000004258
1.0,20.0,2011-09-16,2687.670000004216
1.0,20.0,2011-09-23,2855.480000004272
1.0,20.0,2011-09-30,3400.960000004137
1.0,20.0,2011-10-07,3488.420000004216
1.0,20.0,2011-10-14,2841.8600000042766
1.0,20.0,2011-10-21,2671.790000004328
1.0,20.0,2011-10-28,2655.700000004244
1.0,21.0,2011-09-02,8090.4993333232105
1.0,21.0,2011-09-09,7392.819333323276
1.0,21.0,2011-09-16,6903.829333323285
1.0,21.0,2011-09-23,6400.359333323313
1.0,21.0,2011-09-30,7306.299333323257
1.0,21.0,2011-10-07,7058.239333323201
1.0,21.0,2011-10-14,7005.219333323183
1.0,21.0,2011-10-21,6652.109333323313
1.0,21.0,2011-10-28,6693.129333323332
1.0,22.0,2011-09-02,7142.948666669076
1.0,22.0,2011-09-09,8698.998666669064
1.0,22.0,2011-09-16,7332.788666669015
1.0,22.0,2011-09-23,8285.968666668803
1.0,22.0,2011-09-30,8252.368666669321
1.0,22.0,2011-10-07,7985.028666669093
1.0,22.0,2011-10-14,7247.498666669065
1.0,22.0,2011-10-21,7015.968666668804
1.0,22.0,2011-10-28,5313.308666668917
1.0,23.0,2011-09-02,18136.258333390077
1.0,23.0,2011-09-09,15176.578333390142
1.0,23.0,2011-09-16,14680.388333390198
1.0,23.0,2011-09-23,14761.688333390244
1.0,23.0,2011-09-30,17468.418333390226
1.0,23.0,2011-10-07,21371.468333390272
1.0,23.0,2011-10-14,16807.518333390086
1.0,23.0,2011-10-21,16699.87833339019
1.0,23.0,2011-10-28,18224.87833339019
1.0,24.0,2011-09-02,3647.339333328454
1.0,24.0,2011-09-09,3102.3893333287333
1.0,24.0,2011-09-16,2231.6193333287147
1.0,24.0,2011-09-23,2414.279333328398
1.0,24.0,2011-09-30,4317.909333328752
1.0,24.0,2011-10-07,5930.259333328379
1.0,24.0,2011-10-14,3272.8293333286774
1.0,24.0,2011-10-21,4111.549333328417
1.0,24.0,2011-10-28,4876.909333328752
1.0,25.0,2011-09-02,8134.426666657639
1.0,25.0,2011-09-09,7203.346666657564
1.0,25.0,2011-09-16,6781.176666657639
1.0,25.0,2011-09-23,6850.186666657648
1.0,25.0,2011-09-30,7607.146666657611
1.0,25.0,2011-10-07,9307.326666657546
1.0,25.0,2011-10-14,8020.436666657648
1.0,25.0,2011-10-21,8386.496666657471
1.0,25.0,2011-10-28,9913.216666657676
1.0,26.0,2011-09-02,5010.465999989152
1.0,26.0,2011-09-09,4813.305999989003
1.0,26.0,2011-09-16,3654.2059999889093
1.0,26.0,2011-09-23,3936.005999988723
1.0,26.0,2011-09-30,6909.295999989226
1.0,26.0,2011-10-07,9196.615999989059
1.0,26.0,2011-10-14,6074.4159999888725
1.0,26.0,2011-10-21,4969.525999988742
1.0,26.0,2011-10-28,4758.475999988928
1.0,27.0,2011-09-02,737.7053333329217
1.0,27.0,2011-09-09,702.6753333329228
1.0,27.0,2011-09-16,598.4353333329321
1.0,27.0,2011-09-23,662.115333332867
1.0,27.0,2011-09-30,912.7153333329892
1.0,27.0,2011-10-07,1297.4153333329425
1.0,27.0,2011-10-14,1079.2153333329309
1.0,27.0,2011-10-21,1056.8153333328785
1.0,27.0,2011-10-28,1241.8153333329076
1.0,28.0,2011-09-02,251.55499999964695
1.0,28.0,2011-09-09,323.9249999996423
1.0,28.0,2011-09-16,449.6049999996353
1.0,28.0,2011-09-23,405.23499999963997
1.0,28.0,2011-09-30,586.5249999996772
1.0,28.0,2011-10-07,795.4349999996516
1.0,28.0,2011-10-14,676.2549999996586
1.0,28.0,2011-10-21,473.82499999960737
1.0,28.0,2011-10-28,707.4049999996237
1.0,29.0,2011-09-02,4348.398333332798
1.0,29.0,2011-09-09,3157.0783333327327
1.0,29.0,2011-09-16,3414.838333332742
1.0,29.0,2011-09-23,3231.1883333326023
1.0,29.0,2011-09-30,2880.998333332891
1.0,29.0,2011-10-07,4162.018333332677
1.0,29.0,2011-10-14,3540.558333332714
1.0,29.0,2011-10-21,3309.0983333325185
1.0,29.0,2011-10-28,3954.058333332714
1.0,30.0,2011-09-02,3155.47166667192
1.0,30.0,2011-09-09,3012.3516666719247
1.0,30.0,2011-09-16,2714.6916666720085
1.0,30.0,2011-09-23,3256.3516666719247
1.0,30.0,2011-09-30,2927.0116666720737
1.0,30.0,2011-10-07,3550.891666671962
1.0,30.0,2011-10-14,2953.47166667192
1.0,30.0,2011-10-21,2351.051666671878
1.0,30.0,2011-10-28,2401.811666672004
1.0,31.0,2011-09-02,2806.457333336529
1.0,31.0,2011-09-09,2640.8573333365366
1.0,31.0,2011-09-16,1828.1073333365443
1.0,31.0,2011-09-23,1918.5673333365785
1.0,31.0,2011-09-30,1915.9773333364974
1.0,31.0,2011-10-07,1968.3973333365311
1.0,31.0,2011-10-14,1709.0173333365378
1.0,31.0,2011-10-21,1964.4273333365788
1.0,31.0,2011-10-28,2078.5673333365608
1.0,32.0,2011-09-02,5894.583333333122
1.0,32.0,2011-09-09,5698.4133333331965
1.0,32.0,2011-09-16,6236.72333333302
1.0,32.0,2011-09-23,6408.003333332815
1.0,32.0,2011-09-30,6073.5133333335225
1.0,32.0,2011-10-07,6529.183333333215
1.0,32.0,2011-10-14,6507.583333333122
1.0,32.0,2011-10-21,5239.17333333274
1.0,32.0,2011-10-28,4842.983333333029
1.0,33.0,2011-09-02,2784.1303333293886
1.0,33.0,2011-09-09,2662.5503333297797
1.0,33.0,2011-09-16,2652.3603333298356
1.0,33.0,2011-09-23,2325.960333329463
1.0,33.0,2011-09-30,3848.430333329668
1.0,33.0,2011-10-07,5163.440333329445
1.0,33.0,2011-10-14,2641.280333329761
1.0,33.0,2011-10-21,2862.220333329705
1.0,33.0,2011-10-28,4655.200333329687
1.0,34.0,2011-09-02,7726.851666667034
1.0,34.0,2011-09-09,8347.351666667033
1.0,34.0,2011-09-16,8105.851666667034
1.0,34.0,2011-09-23,7502.181666666876
1.0,34.0,2011-09-30,7631.851666667267
1.0,34.0,2011-10-07,9943.281666666968
1.0,34.0,2011-10-14,7578.851666667034
1.0,34.0,2011-10-21,6671.351666666801
1.0,34.0,2011-10-28,8172.821666667006
1.0,35.0,2011-09-02,2291.1990000003934
1.0,35.0,2011-09-09,1769.1990000004007
1.0,35.0,2011-09-16,1860.1990000004007
1.0,35.0,2011-09-23,2393.199000000386
1.0,35.0,2011-09-30,1834.1990000004153
1.0,35.0,2011-10-07,3305.1990000004007
1.0,35.0,2011-10-14,1892.1990000004007
1.0,35.0,2011-10-21,2330.199000000386
1.0,35.0,2011-10-28,2501.1990000003934
1.0,36.0,2011-09-02,482.92400000268833
1.0,36.0,2011-09-09,248.92400000271743
1.0,36.0,2011-09-16,95.92400000271743
1.0,36.0,2011-09-23,143.92400000277564
1.0,36.0,2011-09-30,33.92400000263012
1.0,36.0,2011-10-07,44.92400000268833
1.0,36.0,2011-10-14,188.92400000271743
1.0,36.0,2011-10-21,192.92400000277564
1.0,36.0,2011-10-28,392.92400000274654
1.0,37.0,2011-09-02,3096.4583333328055
1.0,37.0,2011-09-09,2838.158333332817
1.0,37.0,2011-09-16,2448.1383333328276
1.0,37.0,2011-09-23,2726.938333332816
1.0,37.0,2011-09-30,2928.608333332829
1.0,37.0,2011-10-07,3102.758333332823
1.0,37.0,2011-10-14,3115.978333332824
1.0,37.0,2011-10-21,2594.9983333328137
1.0,37.0,2011-10-28,2287.08833333281
1.0,38.0,2011-09-02,75718.05133336678
1.0,38.0,2011-09-09,63208.44133336737
1.0,38.0,2011-09-16,60889.50133336603
1.0,38.0,2011-09-23,72448.10133336752
1.0,38.0,2011-09-30,96853.93133336573
1.0,38.0,2011-10-07,58690.73133336648
1.0,38.0,2011-10-14,57754.32133336633
1.0,38.0,2011-10-21,56541.44133336737
1.0,38.0,2011-10-28,55460.47133336484
1.0,40.0,2011-09-02,60237.430666614564
1.0,40.0,2011-09-09,58861.470666614485
1.0,40.0,2011-09-16,56198.98066661438
1.0,40.0,2011-09-23,55089.98066661368
1.0,40.0,2011-09-30,58307.590666615295
1.0,40.0,2011-10-07,59112.180666614564
1.0,40.0,2011-10-14,55364.700666614466
1.0,40.0,2011-10-21,54126.5006666137
1.0,40.0,2011-10-28,55550.320666613996
1.0,41.0,2011-09-02,3519.8566666657434
1.0,41.0,2011-09-09,2750.726666665739
1.0,41.0,2011-09-16,1861.8566666657434
1.0,41.0,2011-09-23,1682.8566666657434
1.0,41.0,2011-09-30,1273.8566666657434
1.0,41.0,2011-10-07,1137.8566666657434
1.0,41.0,2011-10-14,1261.8566666657434
1.0,41.0,2011-10-21,1447.8566666657434
1.0,41.0,2011-10-28,1945.8566666657434
1.0,42.0,2011-09-02,9199.061333343405
1.0,42.0,2011-09-09,7144.7213333434365
1.0,42.0,2011-09-16,6662.041333343385
1.0,42.0,2011-09-23,7450.231333343446
1.0,42.0,2011-09-30,7314.801333343395
1.0,42.0,2011-10-07,7897.381333343353
1.0,42.0,2011-10-14,8284.44133334341
1.0,42.0,2011-10-21,7783.051333343395
1.0,42.0,2011-10-28,7537.481333343446
1.0,44.0,2011-09-02,5091.62233333423
1.0,44.0,2011-09-09,4960.812333334232
1.0,44.0,2011-09-16,5006.962333334226
1.0,44.0,2011-09-23,6157.712333334226
1.0,44.0,2011-09-30,4362.11233333422
1.0,44.0,2011-10-07,5633.472333334206
1.0,44.0,2011-10-14,5201.052333334223
1.0,44.0,2011-10-21,5708.272333334224
1.0,44.0,2011-10-28,6062.002333334205
1.0,45.0,2011-09-02,22.940000000002637
1.0,45.0,2011-09-09,-2.227000000005919
1.0,45.0,2011-09-23,22.940000000002637
1.0,45.0,2011-09-30,9.242999999991607
1.0,45.0,2011-10-07,20.71299999999277
1.0,45.0,2011-10-21,30.182999999993935
1.0,45.0,2011-10-28,9.242999999991607
1.0,46.0,2011-09-02,19774.67599999762
1.0,46.0,2011-09-09,19377.505999997695
1.0,46.0,2011-09-16,17750.485999997676
1.0,46.0,2011-09-23,16971.635999997583
1.0,46.0,2011-09-30,18035.245999997685
1.0,46.0,2011-10-07,19355.235999997676
1.0,46.0,2011-10-14,17690.92599999762
1.0,46.0,2011-10-21,17809.17599999762
1.0,46.0,2011-10-28,17643.395999997592
1.0,47.0,2011-10-14,88.99999999999969
1.0,48.0,2011-09-02,378.250000000211
1.0,48.0,2011-09-09,585.250000000211
1.0,48.0,2011-09-16,278.2500000001528
1.0,48.0,2011-09-23,418.2500000001528
1.0,48.0,2011-09-30,817.2500000000946
1.0,48.0,2011-10-07,712.2500000000946
1.0,48.0,2011-10-14,911.2500000001528
1.0,48.0,2011-10-21,715.2500000000364
1.0,48.0,2011-10-28,745.2500000001528
1.0,49.0,2011-09-02,13159.85733331857
1.0,49.0,2011-09-09,10283.247333318584
1.0,49.0,2011-09-16,14082.937333318529
1.0,49.0,2011-09-23,13205.647333318317
1.0,49.0,2011-09-30,8521.897333318782
1.0,49.0,2011-10-07,10248.717333318615
1.0,49.0,2011-10-14,11318.257333318594
1.0,49.0,2011-10-21,10490.747333318352
1.0,49.0,2011-10-28,9514.577333318426
1.0,52.0,2011-09-02,2448.3126666641533
1.0,52.0,2011-09-09,3249.692666664158
1.0,52.0,2011-09-16,2801.96266666406
1.0,52.0,2011-09-23,2641.202666664051
1.0,52.0,2011-09-30,2998.66266666413
1.0,52.0,2011-10-07,2694.46266666406
1.0,52.0,2011-10-14,3103.6526666641207
1.0,52.0,2011-10-21,2343.1926666640416
1.0,52.0,2011-10-28,2879.342666664065
1.0,54.0,2011-09-02,-132.19777777820127
1.0,54.0,2011-09-16,-176.19777777820127
1.0,54.0,2011-09-23,-123.19777777814306
1.0,54.0,2011-09-30,-62.19777777820127
1.0,54.0,2011-10-07,-98.27777777815936
1.0,54.0,2011-10-14,-149.11777777818497
1.0,54.0,2011-10-21,-131.35777777817566
1.0,54.0,2011-10-28,-100.27777777815936
1.0,55.0,2011-09-02,7748.511666667525
1.0,55.0,2011-09-09,7887.811666667804
1.0,55.0,2011-09-16,11448.811666667338
1.0,55.0,2011-09-23,8188.031666667078
1.0,55.0,2011-09-30,9599.701666667934
1.0,55.0,2011-10-07,8983.311666667803
1.0,55.0,2011-10-14,9352.261666667524
1.0,55.0,2011-10-21,9079.481666667263
1.0,55.0,2011-10-28,11818.16166666743
1.0,56.0,2011-09-02,1423.3669999938613
1.0,56.0,2011-09-09,1449.4669999938963
1.0,56.0,2011-09-16,1686.1169999939195
1.0,56.0,2011-09-23,2507.9669999939547
1.0,56.0,2011-09-30,1845.3569999937938
1.0,56.0,2011-10-07,1999.1969999938776
1.0,56.0,2011-10-14,1347.2669999938846
1.0,56.0,2011-10-21,1243.3869999939382
1.0,56.0,2011-10-28,1186.3269999939405
1.0,58.0,2011-09-02,1829.166666658793
1.0,58.0,2011-09-09,2633.166666658793
1.0,58.0,2011-09-16,2311.166666658793
1.0,58.0,2011-09-23,1485.166666658793
1.0,58.0,2011-09-30,-517.833333341207
1.0,58.0,2011-10-07,3588.166666658793
1.0,58.0,2011-10-14,3727.166666658793
1.0,58.0,2011-10-21,-690.833333341207
1.0,58.0,2011-10-28,1354.166666658793
1.0,59.0,2011-09-02,-21.888000000971715
1.0,59.0,2011-09-09,-138.08800000092515
1.0,59.0,2011-09-16,-127.39800000098103
1.0,59.0,2011-09-23,-113.03800000087858
1.0,59.0,2011-09-30,-98.41800000076682
1.0,59.0,2011-10-07,-185.16800000076682
1.0,59.0,2011-10-14,-225.50800000085064
1.0,59.0,2011-10-21,-69.32800000091584
1.0,59.0,2011-10-28,21.081999999000345
1.0,60.0,2011-09-02,1132.6399999995992
1.0,60.0,2011-09-09,947.8399999995962
1.0,60.0,2011-09-16,1123.8399999995963
1.0,60.0,2011-09-23,824.6399999995773
1.0,60.0,2011-09-30,1000.639999999621
1.0,60.0,2011-10-07,1115.0399999996007
1.0,60.0,2011-10-14,947.8399999995962
1.0,60.0,2011-10-21,763.0399999995788
1.0,60.0,2011-10-28,1009.4399999995875
1.0,67.0,2011-09-02,5386.247666670788
1.0,67.0,2011-09-09,5255.627666671142
1.0,67.0,2011-09-16,5250.847666670881
1.0,67.0,2011-09-23,4548.737666670546
1.0,67.0,2011-09-30,4508.007666671496
1.0,67.0,2011-10-07,5335.477666670769
1.0,67.0,2011-10-14,5369.087666671105
1.0,67.0,2011-10-21,5012.437666670732
1.0,67.0,2011-10-28,5224.447666670509
1.0,71.0,2011-09-02,2000.7366666658572
1.0,71.0,2011-09-09,3479.4566666658293
1.0,71.0,2011-09-16,2706.216666665824
1.0,71.0,2011-09-23,1522.0566666657041
1.0,71.0,2011-09-30,2580.656666665972
1.0,71.0,2011-10-07,2513.9766666658625
1.0,71.0,2011-10-14,1780.1366666658369
1.0,71.0,2011-10-21,2133.456666665713
1.0,71.0,2011-10-28,1649.3766666657693
1.0,72.0,2011-09-02,40844.994666675964
1.0,72.0,2011-09-09,41770.054666676486
1.0,72.0,2011-09-16,40797.784666676
1.0,72.0,2011-09-23,36743.75466667388
1.0,72.0,2011-09-30,36232.77466667809
1.0,72.0,2011-10-07,27266.364666676072
1.0,72.0,2011-10-14,29990.034666675998
1.0,72.0,2011-10-21,31515.914666674023
1.0,72.0,2011-10-28,31811.754666674806
1.0,74.0,2011-09-02,10323.132666660485
1.0,74.0,2011-09-09,9778.592666660448
1.0,74.0,2011-09-16,9371.442666660076
1.0,74.0,2011-09-23,9082.092666660448
1.0,74.0,2011-09-30,9304.27266666015
1.0,74.0,2011-10-07,7665.412666660281
1.0,74.0,2011-10-14,8493.052666660411
1.0,74.0,2011-10-21,8338.862666660467
1.0,74.0,2011-10-28,8129.82266666043
1.0,79.0,2011-09-02,39408.69100001778
1.0,79.0,2011-09-09,34383.30100001777
1.0,79.0,2011-09-16,31161.62100001772
1.0,79.0,2011-09-23,27162.691000017494
1.0,79.0,2011-09-30,30945.421000018116
1.0,79.0,2011-10-07,37640.86100001782
1.0,79.0,2011-10-14,29670.221000017813
1.0,79.0,2011-10-21,28310.31100001749
1.0,79.0,2011-10-28,25419.581000017624
1.0,80.0,2011-09-02,16767.760333338792
1.0,80.0,2011-09-09,16792.950333338737
1.0,80.0,2011-09-16,15052.590333338867
1.0,80.0,2011-09-23,15920.100333338876
1.0,80.0,2011-09-30,16055.490333339007
1.0,80.0,2011-10-07,17068.700333338737
1.0,80.0,2011-10-14,17945.230333338764
1.0,80.0,2011-10-21,15563.260333338792
1.0,80.0,2011-10-28,16165.240333338774
1.0,81.0,2011-09-02,30251.415333356123
1.0,81.0,2011-09-09,30087.845333356145
1.0,81.0,2011-09-16,28799.595333356145
1.0,81.0,2011-09-23,26916.635333356167
1.0,81.0,2011-09-30,28512.685333356127
1.0,81.0,2011-10-07,30031.405333356128
1.0,81.0,2011-10-14,30542.25533335615
1.0,81.0,2011-10-21,27535.515333356187
1.0,81.0,2011-10-28,27460.305333356166
1.0,82.0,2011-09-02,21560.426666684023
1.0,82.0,2011-09-09,19762.65666668354
1.0,82.0,2011-09-16,19913.176666684023
1.0,82.0,2011-09-23,19582.1866666838
1.0,82.0,2011-09-30,22523.646666683762
1.0,82.0,2011-10-07,24668.016666683874
1.0,82.0,2011-10-14,23493.476666683837
1.0,82.0,2011-10-21,23221.9366666838
1.0,82.0,2011-10-28,23370.9366666838
1.0,83.0,2011-09-02,5341.690999997089
1.0,83.0,2011-09-09,5455.05099999709
1.0,83.0,2011-09-16,5965.4509999970915
1.0,83.0,2011-09-23,3966.940999997082
1.0,83.0,2011-09-30,4491.990999997107
1.0,83.0,2011-10-07,5298.780999997093
1.0,83.0,2011-10-14,5354.930999997095
1.0,83.0,2011-10-21,4738.780999997086
1.0,83.0,2011-10-28,4428.610999997088
1.0,85.0,2011-09-02,3007.8393333292024
1.0,85.0,2011-09-09,3069.539333329156
1.0,85.0,2011-09-16,2995.759333329128
1.0,85.0,2011-09-23,3162.829333329193
1.0,85.0,2011-09-30,2410.3493333292117
1.0,85.0,2011-10-07,2376.0293333291465
1.0,85.0,2011-10-14,2733.5593333291745
1.0,85.0,2011-10-21,3550.1793333290534
1.0,85.0,2011-10-28,3154.4593333290813
1.0,87.0,2011-09-02,65153.359666703866
1.0,87.0,2011-09-09,56134.129666707144
1.0,87.0,2011-09-16,54002.99966670446
1.0,87.0,2011-09-23,52885.959666705356
1.0,87.0,2011-09-30,63078.9396667058
1.0,87.0,2011-10-07,59108.06966670476
1.0,87.0,2011-10-14,51652.609666703866
1.0,87.0,2011-10-21,54189.16966670625
1.0,87.0,2011-10-28,56349.67966670416
1.0,90.0,2011-09-02,85188.98666673317
1.0,90.0,2011-09-09,84375.0866667328
1.0,90.0,2011-09-16,80990.61666673212
1.0,90.0,2011-09-23,75965.91666673287
1.0,90.0,2011-09-30,79455.1266667319
1.0,90.0,2011-10-07,84949.70666673197
1.0,90.0,2011-10-14,84804.37666673376
1.0,90.0,2011-10-21,75200.03666673391
1.0,90.0,2011-10-28,76990.50666673272
1.0,91.0,2011-09-02,68067.7840000114
1.0,91.0,2011-09-09,72319.66400001128
1.0,91.0,2011-09-16,69588.57400001143
1.0,91.0,2011-09-23,60604.064000011655
1.0,91.0,2011-09-30,60381.32400001143
1.0,91.0,2011-10-07,71515.36400001147
1.0,91.0,2011-10-14,70370.93400001177
1.0,91.0,2011-10-21,59312.284000011394
1.0,91.0,2011-10-28,57513.66400001128
1.0,92.0,2011-09-02,133540.39166660627
1.0,92.0,2011-09-09,137714.96166660657
1.0,92.0,2011-09-16,132518.17166660653
1.0,92.0,2011-09-23,113525.56166660618
1.0,92.0,2011-09-30,122308.2516666066
1.0,92.0,2011-10-07,142207.35166660624
1.0,92.0,2011-10-14,136795.02166660616
1.0,92.0,2011-10-21,118804.45166660585
1.0,92.0,2011-10-28,119711.82166660596
1.0,93.0,2011-09-02,75422.18899990847
1.0,93.0,2011-09-09,82186.23899990921
1.0,93.0,2011-09-16,75843.04899990787
1.0,93.0,2011-09-23,65012.75899990876
1.0,93.0,2011-09-30,65385.93899990846
1.0,93.0,2011-10-07,80883.82899990906
1.0,93.0,2011-10-14,79748.84899990862
1.0,93.0,2011-10-21,66311.54899990787
1.0,93.0,2011-10-28,64181.74899990898
1.0,94.0,2011-09-02,69087.54866660219
