Store,Dept,Date,Weekly_Pred
1.0,7.0,2012-10-12,12906.642517257336
1.0,7.0,2012-10-19,17837.712517257634
1.0,7.0,2012-10-26,20021.292517258174
1.0,8.0,2012-09-07,35669.45986207119
1.0,8.0,2012-09-14,36567.73986207099
1.0,8.0,2012-09-21,34446.719862072365
1.0,8.0,2012-09-28,36593.22486207132
1.0,8.0,2012-10-05,38540.494862070875
1.0,8.0,2012-10-12,36116.92486207104
1.0,8.0,2012-10-19,34822.67486207104
1.0,8.0,2012-10-26,36850.93986207117
1.0,9.0,2012-09-07,41207.78155172203
1.0,9.0,2012-09-14,31318.291551719012
1.0,9.0,2012-09-21,32697.28655172285
1.0,9.0,2012-09-28,47920.911551720055
1.0,9.0,2012-10-05,42193.46655171976
1.0,9.0,2012-10-12,35873.27655171935
1.0,9.0,2012-10-19,34093.15655172017
1.0,9.0,2012-10-26,36415.42155172076
1.0,10.0,2012-09-07,33852.10006896783
1.0,10.0,2012-09-14,32696.070068968034
1.0,10.0,2012-09-21,30214.475068968295
1.0,10.0,2012-09-28,32416.340068968053
1.0,10.0,2012-10-05,32924.46006896817
1.0,10.0,2012-10-12,32883.825068967926
1.0,10.0,2012-10-19,29832.665068967774
1.0,10.0,2012-10-26,28922.540068967774
1.0,11.0,2012-09-07,19388.075827588043
1.0,11.0,2012-09-14,19006.775827584737
1.0,11.0,2012-09-21,17951.825827588975
1.0,11.0,2012-09-28,18390.57082758606
1.0,11.0,2012-10-05,21855.835827584793
1.0,11.0,2012-10-12,19667.32082758536
1.0,11.0,2012-10-19,20327.595827585734
1.0,11.0,2012-10-26,20274.60582758621
1.0,12.0,2012-09-07,10958.923103456604
1.0,12.0,2012-09-14,10315.983103456369
1.0,12.0,2012-09-21,9736.37810345659
1.0,12.0,2012-09-28,8741.418103456395
1.0,12.0,2012-10-05,11694.84810345633
1.0,12.0,2012-10-12,11760.613103456431
1.0,12.0,2012-10-19,11625.223103456417
1.0,12.0,2012-10-26,9906.088103456437
1.0,13.0,2012-09-07,39778.92224134978
1.0,13.0,2012-09-14,39392.57724134911
1.0,13.0,2012-09-21,38462.68724135014
1.0,13.0,2012-09-28,40194.39224134952
1.0,13.0,2012-10-05,42638.40724134918
1.0,13.0,2012-10-12,39133.66724134919
1.0,13.0,2012-10-19,37485.44724134922
1.0,13.0,2012-10-26,38432.71224134935
1.0,14.0,2012-09-07,13872.291034473874
1.0,14.0,2012-09-14,14129.931034474936
1.0,14.0,2012-09-21,12357.886034474079
1.0,14.0,2012-09-28,14140.761034474894
1.0,14.0,2012-10-05,13092.606034475099
1.0,14.0,2012-10-12,13983.181034474703
1.0,14.0,2012-10-19,12841.036034474684
1.0,14.0,2012-10-26,13148.316034474596
1.0,16.0,2012-09-07,20611.2463103868
1.0,16.0,2012-09-14,15955.95631037646
1.0,16.0,2012-09-21,13246.061310391691
1.0,16.0,2012-09-28,14409.936310380981
1.0,16.0,2012-10-05,13275.70631037675
1.0,16.0,2012-10-12,11148.83131037838
1.0,16.0,2012-10-19,9650.851310379505
1.0,16.0,2012-10-26,8020.391310381055
1.0,17.0,2012-09-07,7716.268758618262
1.0,17.0,2012-09-14,6908.258758620115
1.0,17.0,2012-09-21,7282.598758617871
1.0,17.0,2012-09-28,6905.163758619445
1.0,17.0,2012-10-05,8079.803758620041
1.0,17.0,2012-10-12,7438.438758619817
1.0,17.0,2012-10-19,6630.173758619454
1.0,17.0,2012-10-26,6710.128758619296
1.0,18.0,2012-09-07,-351.98593751585577
1.0,18.0,2012-09-14,676.6790624840651
1.0,18.0,2012-09-21,2286.1790624841815
1.0,18.0,2012-09-28,2784.6240624841303
1.0,18.0,2012-10-05,4196.404062484158
1.0,18.0,2012-10-12,5427.459062484093
1.0,18.0,2012-10-19,7927.089062484098
1.0,18.0,2012-10-26,18951.01906248415
1.0,19.0,2012-09-07,971.9993103467752
1.0,19.0,2012-09-14,1092.5243103467985
1.0,19.0,2012-09-21,909.3793103466635
1.0,19.0,2012-09-28,883.5343103468078
1.0,19.0,2012-10-05,1045.6443103467939
1.0,19.0,2012-10-12,1186.6093103467613
1.0,19.0,2012-10-19,965.5543103468265
1.0,19.0,2012-10-26,1421.6493103467985
1.0,20.0,2012-09-07,3521.5422069015654
1.0,20.0,2012-09-14,3455.132206902173
1.0,20.0,2012-09-21,3611.4072069011777
1.0,20.0,2012-09-28,3878.6622069018517
1.0,20.0,2012-10-05,3709.4472069021463
1.0,20.0,2012-10-12,3576.862206902067
1.0,20.0,2012-10-19,3052.667206902002
1.0,20.0,2012-10-26,3315.9572069018936
1.0,21.0,2012-09-07,7793.546068963182
1.0,21.0,2012-09-14,7934.661068963405
1.0,21.0,2012-09-21,7168.816068963317
1.0,21.0,2012-09-28,7791.766068963445
1.0,21.0,2012-10-05,8125.956068963447
1.0,21.0,2012-10-12,7476.281068963401
1.0,21.0,2012-10-19,7469.646068963333
1.0,21.0,2012-10-26,7606.231068963354
1.0,22.0,2012-09-07,9043.89624137827
1.0,22.0,2012-09-14,7265.816241380291
1.0,22.0,2012-09-21,7627.11124137783
1.0,22.0,2012-09-28,6539.0712413796555
1.0,22.0,2012-10-05,7819.041241380326
1.0,22.0,2012-10-12,7304.191241379825
1.0,22.0,2012-10-19,7207.82624137966
1.0,22.0,2012-10-26,5926.0362413795065
1.0,23.0,2012-09-07,15902.138517254945
1.0,23.0,2012-09-14,13979.338517255597
1.0,23.0,2012-09-21,15015.118517254868
1.0,23.0,2012-09-28,16914.40851725543
1.0,23.0,2012-10-05,19961.588517255597
1.0,23.0,2012-10-12,17491.79351725544
1.0,23.0,2012-10-19,18598.458517255418
1.0,23.0,2012-10-26,19209.95851725536
1.0,24.0,2012-09-07,3695.7023103483375
1.0,24.0,2012-09-14,3074.7573103492036
1.0,24.0,2012-09-21,2672.9723103478905
1.0,24.0,2012-09-28,3676.187310348789
1.0,24.0,2012-10-05,5226.677310349129
1.0,24.0,2012-10-12,3405.71731034905
1.0,24.0,2012-10-19,5598.127310348966
1.0,24.0,2012-10-26,6063.692310348793
1.0,25.0,2012-09-07,8605.320068959321
1.0,25.0,2012-09-14,7580.4200689591235
1.0,25.0,2012-09-21,7577.320068959612
1.0,25.0,2012-09-28,8191.60006895932
1.0,25.0,2012-10-05,9490.500068959169
1.0,25.0,2012-10-12,8948.850068959146
1.0,25.0,2012-10-19,9083.270068959187
1.0,25.0,2012-10-26,10570.480068959267
1.0,26.0,2012-09-07,4346.560310339216
1.0,26.0,2012-09-14,4159.930310339793
1.0,26.0,2012-09-21,4090.975310339253
1.0,26.0,2012-09-28,5826.4653103397095
1.0,26.0,2012-10-05,8175.75531033998
1.0,26.0,2012-10-12,6148.450310339579
1.0,26.0,2012-10-19,6780.300310339672
1.0,26.0,2012-10-26,6729.485310339728
1.0,27.0,2012-09-07,888.8872413791801
1.0,27.0,2012-09-14,846.6872413795468
1.0,27.0,2012-09-21,892.7922413791207
1.0,27.0,2012-09-28,1070.5372413794507
1.0,27.0,2012-10-05,1440.9922413795543
1.0,27.0,2012-10-12,1298.4122413794653
1.0,27.0,2012-10-19,1565.4772413794385
1.0,27.0,2012-10-26,1476.642241379403
1.0,28.0,2012-09-07,315.99199999970614
1.0,28.0,2012-09-14,350.9069999998307
1.0,28.0,2012-09-21,324.3619999997015
1.0,28.0,2012-09-28,474.26699999981673
1.0,28.0,2012-10-05,584.3519999998377
1.0,28.0,2012-10-12,465.8019999997911
1.0,28.0,2012-10-19,457.61699999979345
1.0,28.0,2012-10-26,601.3969999997923
1.0,29.0,2012-09-07,2999.708172417545
1.0,29.0,2012-09-14,3016.403172418076
1.0,29.0,2012-09-21,3102.9981724176987
1.0,29.0,2012-09-28,2860.913172418085
1.0,29.0,2012-10-05,3902.5331724180805
1.0,29.0,2012-10-12,3395.7981724178617
1.0,29.0,2012-10-19,3517.2081724178943
1.0,29.0,2012-10-26,3776.9031724179595
1.0,30.0,2012-09-07,2435.5068620667416
1.0,30.0,2012-09-14,2199.246862066965
1.0,30.0,2012-09-21,2472.7818620668813
1.0,30.0,2012-09-28,2279.7968620670117
1.0,30.0,2012-10-05,2852.886862066979
1.0,30.0,2012-10-12,2489.146862066872
1.0,30.0,2012-10-19,2010.506862066858
1.0,30.0,2012-10-26,2096.8268620669232
1.0,31.0,2012-09-07,1640.6543793091244
1.0,31.0,2012-09-14,1224.3943793095807
1.0,31.0,2012-09-21,1185.5443793086727
1.0,31.0,2012-09-28,1233.179379309264
1.0,31.0,2012-10-05,1164.5193793095807
1.0,31.0,2012-10-12,1269.859379309548
1.0,31.0,2012-10-19,1275.5343793094783
1.0,31.0,2012-10-26,1421.3093793092687
1.0,32.0,2012-09-07,6410.650172403999
1.0,32.0,2012-09-14,6439.005172406192
1.0,32.0,2012-09-21,7311.250172404674
1.0,32.0,2012-09-28,6738.405172406274
1.0,32.0,2012-10-05,6872.330172406495
1.0,32.0,2012-10-12,6327.810172405603
1.0,32.0,2012-10-19,5858.425172405536
1.0,32.0,2012-10-26,4988.240172405596
1.0,33.0,2012-09-07,3615.7205517308867
1.0,33.0,2012-09-14,3586.0155517315106
1.0,33.0,2012-09-21,2946.345551730654
1.0,33.0,2012-09-28,3806.015551731278
1.0,33.0,2012-10-05,4995.640551731511
1.0,33.0,2012-10-12,3336.4855517313663
1.0,33.0,2012-10-19,4572.605551731362
1.0,33.0,2012-10-26,5686.795551731189
1.0,34.0,2012-09-07,9712.450275858648
1.0,34.0,2012-09-14,9294.790275858033
1.0,34.0,2012-09-21,8751.200275859346
1.0,34.0,2012-09-28,9049.16027585861
1.0,34.0,2012-10-05,10224.815275858173
1.0,34.0,2012-10-12,9519.8452758582
1.0,34.0,2012-10-19,9942.195275858294
1.0,34.0,2012-10-26,10619.590275858545
1.0,35.0,2012-09-07,1877.1575172426558
1.0,35.0,2012-09-14,1700.0325172423647
1.0,35.0,2012-09-21,2163.5075172429238
1.0,35.0,2012-09-28,1906.4175172425487
1.0,35.0,2012-10-05,2500.907517242365
1.0,35.0,2012-10-12,1806.9075172423939
1.0,35.0,2012-10-19,2490.412517242457
1.0,35.0,2012-10-26,2224.2275172425175
1.0,36.0,2012-09-07,792.66024137902
1.0,36.0,2012-09-14,560.7652413782447
1.0,36.0,2012-09-21,593.6902413794554
1.0,36.0,2012-09-28,562.2502413786382
1.0,36.0,2012-10-05,727.9802413782703
1.0,36.0,2012-10-12,743.115241378396
1.0,36.0,2012-10-19,867.9802413784449
1.0,36.0,2012-10-26,1113.0052413785847
1.0,37.0,2012-09-07,2893.0457586191874
1.0,37.0,2012-09-14,2764.990758619471
1.0,37.0,2012-09-21,2645.480758619127
1.0,37.0,2012-09-28,2762.0707586193853
1.0,37.0,2012-10-05,2985.4357586194633
1.0,37.0,2012-10-12,2785.725758619413
1.0,37.0,2012-10-19,2631.660758619382
1.0,37.0,2012-10-26,2444.050758619352
1.0,38.0,2012-09-07,69722.55199994762
1.0,38.0,2012-09-14,66359.13699994852
1.0,38.0,2012-09-21,71259.56699995195
1.0,38.0,2012-09-28,84147.41199994889
1.0,38.0,2012-10-05,70176.03699994889
1.0,38.0,2012-10-12,61973.42199994867
1.0,38.0,2012-10-19,65923.10699994733
1.0,38.0,2012-10-26,60605.26199994852
1.0,40.0,2012-09-07,58727.18372406731
1.0,40.0,2012-09-14,58391.65372406938
1.0,40.0,2012-09-21,56364.13872406739
1.0,40.0,2012-09-28,58604.12372406935
1.0,40.0,2012-10-05,61847.82372406977
1.0,40.0,2012-10-12,56240.82872406896
1.0,40.0,2012-10-19,55414.47372406875
1.0,40.0,2012-10-26,56451.20872406885
1.0,41.0,2012-09-07,1556.3538275873302
1.0,41.0,2012-09-14,1104.6688275873908
1.0,41.0,2012-09-21,1303.1688275872743
1.0,41.0,2012-09-28,943.4188275873908
1.0,41.0,2012-10-05,1050.6688275873908
1.0,41.0,2012-10-12,957.6538275873768
1.0,41.0,2012-10-19,1096.6688275873908
1.0,41.0,2012-10-26,2132.1688275873908
1.0,42.0,2012-09-07,8214.357068962747
1.0,42.0,2012-09-14,7998.492068963149
1.0,42.0,2012-09-21,8048.967068962602
1.0,42.0,2012-09-28,7704.967068963009
1.0,42.0,2012-10-05,8394.07206896315
1.0,42.0,2012-10-12,7674.527068963065
1.0,42.0,2012-10-19,7700.647068963031
1.0,42.0,2012-10-26,7551.442068962986
1.0,44.0,2012-09-07,5612.7762413796
1.0,44.0,2012-09-14,5392.551241379507
1.0,44.0,2012-09-21,6307.181241379744
1.0,44.0,2012-09-28,5566.6862413796325
1.0,44.0,2012-10-05,6461.846241379549
1.0,44.0,2012-10-12,6437.911241379493
1.0,44.0,2012-10-19,6048.281241379605
1.0,44.0,2012-10-26,7098.846241379665
1.0,45.0,2012-09-07,-4.136249999976577
1.0,45.0,2012-09-21,25.33916666668781
1.0,45.0,2012-09-28,6.583750000024587
1.0,45.0,2012-10-12,13.268333333352778
1.0,45.0,2012-10-26,7.583750000024587
1.0,46.0,2012-09-07,18329.723482760266
1.0,46.0,2012-09-14,18114.78848276114
1.0,46.0,2012-09-21,16775.39348276019
1.0,46.0,2012-09-28,17988.298482760918
1.0,46.0,2012-10-05,19890.93348276116
1.0,46.0,2012-10-12,18152.698482760825
1.0,46.0,2012-10-19,17562.573482760825
1.0,46.0,2012-10-26,17622.468482760843
1.0,47.0,2012-09-28,-204.50000000000003
1.0,48.0,2012-09-07,1136.94846153703
1.0,48.0,2012-09-14,1084.44846153703
1.0,48.0,2012-09-21,1041.44846153703
1.0,48.0,2012-09-28,987.94846153703
1.0,48.0,2012-10-05,1223.44846153703
1.0,48.0,2012-10-12,1292.44846153703
1.0,48.0,2012-10-19,1055.94846153703
1.0,48.0,2012-10-26,1603.44846153703
1.0,49.0,2012-09-07,10161.787172403261
1.0,49.0,2012-09-14,14245.732172404374
1.0,49.0,2012-09-21,11881.392172403126
1.0,49.0,2012-09-28,9411.54217240408
1.0,49.0,2012-10-05,10606.567172404453
1.0,49.0,2012-10-12,10798.712172404123
1.0,49.0,2012-10-19,10977.61217240403
1.0,49.0,2012-10-26,7922.152172403951
1.0,52.0,2012-09-07,2443.264103449901
1.0,52.0,2012-09-14,2379.6041034498685
1.0,52.0,2012-09-21,2047.1241034501197
1.0,52.0,2012-09-28,2366.229103449985
1.0,52.0,2012-10-05,2229.9091034499197
1.0,52.0,2012-10-12,2415.029103449915
1.0,52.0,2012-10-19,1811.7441034498822
1.0,52.0,2012-10-26,2106.8191034499523
1.0,54.0,2012-09-07,17.071969697416762
1.0,54.0,2012-09-14,-92.5260227268252
1.0,54.0,2012-09-28,-38.75602272683568
1.0,54.0,2012-10-05,-72.86602272685082
1.0,54.0,2012-10-12,-88.46602272682753
1.0,54.0,2012-10-19,-89.40602272682986
1.0,54.0,2012-10-26,-69.0260227268252
1.0,55.0,2012-09-07,8197.678793107436
1.0,55.0,2012-09-14,9559.898793110202
1.0,55.0,2012-09-21,8411.18879310698
1.0,55.0,2012-09-28,8254.913793109401
1.0,55.0,2012-10-05,8694.173793110109
1.0,55.0,2012-10-12,8252.43879310954
1.0,55.0,2012-10-19,10282.278793109392
1.0,55.0,2012-10-26,10944.248793109131
1.0,56.0,2012-09-07,1424.5372069087844
1.0,56.0,2012-09-14,1580.4272069078525
1.0,56.0,2012-09-21,1996.452206909622
1.0,56.0,2012-09-28,1883.562206908502
1.0,56.0,2012-10-05,2172.3972069079555
1.0,56.0,2012-10-12,2088.6322069079997
1.0,56.0,2012-10-19,1439.322206908133
1.0,56.0,2012-10-26,1232.8372069083653
1.0,58.0,2012-09-07,2427.554551721802
1.0,58.0,2012-09-14,3518.53955172237
1.0,58.0,2012-09-21,1246.0545517215692
1.0,58.0,2012-09-28,352.05455172203483
1.0,58.0,2012-10-05,3602.03955172237
1.0,58.0,2012-10-12,3204.5545517222677
1.0,58.0,2012-10-19,655.5545517222677
1.0,58.0,2012-10-26,820.5545517220348
1.0,59.0,2012-09-07,-395.33051724034885
1.0,59.0,2012-09-14,-414.4755172403675
1.0,59.0,2012-09-21,-430.9505172402278
1.0,59.0,2012-09-28,-384.3705172401533
1.0,59.0,2012-10-05,-420.8105172403302
1.0,59.0,2012-10-12,-346.5955172402464
1.0,59.0,2012-10-19,-366.96551724035817
1.0,59.0,2012-10-26,-292.7655172401719
1.0,60.0,2012-09-07,976.3227586203475
1.0,60.0,2012-09-14,941.1227586202631
1.0,60.0,2012-09-21,743.1227586204523
1.0,60.0,2012-09-28,897.1227586203358
1.0,60.0,2012-10-05,1147.9227586202805
1.0,60.0,2012-10-12,1037.9227586202805
1.0,60.0,2012-10-19,804.7227586202835
1.0,60.0,2012-10-26,897.1227586203213
1.0,67.0,2012-09-07,5664.548758619546
1.0,67.0,2012-09-14,5666.413758619537
1.0,67.0,2012-09-21,5423.6187586214155
1.0,67.0,2012-09-28,5331.56875862067
1.0,67.0,2012-10-05,6087.9287586199
1.0,67.0,2012-10-12,5878.878758619388
1.0,67.0,2012-10-19,5579.138758619513
1.0,67.0,2012-10-26,5578.938758619967
1.0,71.0,2012-09-07,3625.1129999994428
1.0,71.0,2012-09-14,3012.368000000146
1.0,71.0,2012-09-21,2138.9679999992495
1.0,71.0,2012-09-28,2716.732999999962
1.0,71.0,2012-10-05,2865.878000000155
1.0,71.0,2012-10-12,2553.7580000000435
1.0,71.0,2012-10-19,2754.0429999999596
1.0,71.0,2012-10-26,2296.327999999876
1.0,72.0,2012-09-07,43050.30024141208
1.0,72.0,2012-09-14,45461.85524141993
1.0,72.0,2012-09-21,38010.9702414127
1.0,72.0,2012-09-28,40510.555241419184
1.0,72.0,2012-10-05,35631.94524142071
1.0,72.0,2012-10-12,39914.98024141807
1.0,72.0,2012-10-19,46947.25024141762
1.0,72.0,2012-10-26,42512.35024141748
1.0,74.0,2012-09-07,10998.119448264992
1.0,74.0,2012-09-14,9793.38444826614
1.0,74.0,2012-09-21,9986.074448264339
1.0,74.0,2012-09-28,9593.254448265583
1.0,74.0,2012-10-05,9021.044448266086
1.0,74.0,2012-10-12,10037.82444826594
1.0,74.0,2012-10-19,9677.899448265805
1.0,74.0,2012-10-26,9416.219448265609
1.0,79.0,2012-09-07,36172.93968966911
1.0,79.0,2012-09-14,33382.70468966738
1.0,79.0,2012-09-21,29750.0396896713
1.0,79.0,2012-09-28,31499.104689668915
1.0,79.0,2012-10-05,42938.12468966754
1.0,79.0,2012-10-12,31428.809689667592
1.0,79.0,2012-10-19,30838.21968966774
1.0,79.0,2012-10-26,28479.874689668468
1.0,80.0,2012-09-07,20816.44217241964
1.0,80.0,2012-09-14,19516.75217242016
1.0,80.0,2012-09-21,19541.452172420348
1.0,80.0,2012-09-28,19628.957172420236
1.0,80.0,2012-10-05,21055.702172419416
1.0,80.0,2012-10-12,21298.682172419863
1.0,80.0,2012-10-19,19766.742172419454
1.0,80.0,2012-10-26,19268.427172419975
1.0,81.0,2012-09-07,31831.566793109494
1.0,81.0,2012-09-14,30446.37179310873
1.0,81.0,2012-09-21,28238.136793109792
1.0,81.0,2012-09-28,28951.306793109252
1.0,81.0,2012-10-05,31643.186793108907
1.0,81.0,2012-10-12,31439.991793108842
1.0,81.0,2012-10-19,28879.326793109038
1.0,81.0,2012-10-26,28281.69179310903
1.0,82.0,2012-09-07,18993.217862082212
1.0,82.0,2012-09-14,19726.607862082576
1.0,82.0,2012-09-21,18718.0428620824
1.0,82.0,2012-09-28,20349.472862082566
1.0,82.0,2012-10-05,22048.16286208251
1.0,82.0,2012-10-12,20796.90786208239
1.0,82.0,2012-10-19,21381.25286208236
1.0,82.0,2012-10-26,21159.812862082417
1.0,83.0,2012-09-07,6407.614310343116
1.0,83.0,2012-09-14,6138.549310344278
1.0,83.0,2012-09-21,4686.784310342692
1.0,83.0,2012-09-28,4661.809310343821
1.0,83.0,2012-10-05,5872.139310344245
1.0,83.0,2012-10-12,5400.834310344019
1.0,83.0,2012-10-19,5020.99931034394
1.0,83.0,2012-10-26,4631.144310343784
1.0,85.0,2012-09-07,2558.9273448250715
1.0,85.0,2012-09-14,2767.5473448247176
1.0,85.0,2012-09-21,2761.7823448255185
1.0,85.0,2012-09-28,2370.2673448251553
1.0,85.0,2012-10-05,2362.1073448247735
1.0,85.0,2012-10-12,2505.3973448248107
1.0,85.0,2012-10-19,3010.967344824876
1.0,85.0,2012-10-26,2783.4223448249504
1.0,87.0,2012-09-07,58253.091103459185
1.0,87.0,2012-09-14,55191.77610345784
1.0,87.0,2012-09-21,53149.68110346276
1.0,87.0,2012-09-28,61205.56110346172
1.0,87.0,2012-10-05,65146.491103457694
1.0,87.0,2012-10-12,52137.50110345933
1.0,87.0,2012-10-19,54996.77610345784
1.0,87.0,2012-10-26,54388.066103460675
1.0,90.0,2012-09-07,95623.92703445953
1.0,90.0,2012-09-14,94435.98703446005
1.0,90.0,2012-09-21,87232.94703445908
1.0,90.0,2012-09-28,88173.83703445968
1.0,90.0,2012-10-05,98486.2720344602
1.0,90.0,2012-10-12,95452.23703446005
1.0,90.0,2012-10-19,88309.80203445953
1.0,90.0,2012-10-26,87605.8820344596
1.0,91.0,2012-09-07,74413.1509655613
1.0,91.0,2012-09-14,73143.7909655619
1.0,91.0,2012-09-21,63089.17096556086
1.0,91.0,2012-09-28,61875.88096556175
1.0,91.0,2012-10-05,74515.16096556201
1.0,91.0,2012-10-12,72284.53596556201
1.0,91.0,2012-10-19,63400.35096556242
1.0,91.0,2012-10-26,59623.525965562236
1.0,92.0,2012-09-07,152430.62482761958
1.0,92.0,2012-09-14,149471.37982761854
1.0,92.0,2012-09-21,129270.86982762064
1.0,92.0,2012-09-28,132684.38482762122
1.0,92.0,2012-10-05,160065.95982762048
1.0,92.0,2012-10-12,152403.37982761854
1.0,92.0,2012-10-19,138070.74982761958
1.0,92.0,2012-10-26,133665.40982761973
1.0,93.0,2012-09-07,88744.84062070271
1.0,93.0,2012-09-14,84386.22562070063
1.0,93.0,2012-09-21,72011.60562070331
1.0,93.0,2012-09-28,69346.22062070167
1.0,93.0,2012-10-05,87872.09062070085
1.0,93.0,2012-10-12,83739.250620701
1.0,93.0,2012-10-19,72587.88562070264
1.0,93.0,2012-10-26,68762.30562070257
1.0,94.0,2012-09-07,68336.82575863916
1.0,94.0,2012-09-14,66919.88075863932
1.0,94.0,2012-09-21,59981.97075864057
1.0,94.0,2012-09-28,59275.33575864033
1.0,94.0,2012-10-05,65920.37075863955
1.0,94.0,2012-10-12,63012.67575863925
1.0,94.0,2012-10-19,59021.93075863914
1.0,94.0,2012-10-26,58596.3057586396
1.0,95.0,2012-09-07,136285.82772419648
1.0,95.0,2012-09-14,136046.8477241923
1.0,95.0,2012-09-21,122324.68272419694
1.0,95.0,2012-09-28,121227.29272419262
1.0,95.0,2012-10-05,133675.51772419224
1.0,95.0,2012-10-12,131623.34272419335
1.0,95.0,2012-10-19,120382.442724193
1.0,95.0,2012-10-26,113796.50272419352
1.0,96.0,2012-09-07,39230.29786582916
1.0,96.0,2012-09-14,35574.20786582931
1.0,96.0,2012-09-21,37322.252865829236
1.0,96.0,2012-09-28,36951.89786582879
1.0,96.0,2012-10-05,35350.08286582931
1.0,96.0,2012-10-12,38323.13786582901
1.0,96.0,2012-10-19,38062.29286582834
1.0,96.0,2012-10-26,36652.01786582797
1.0,97.0,2012-09-07,41785.48468962794
1.0,97.0,2012-09-14,39568.59968962723
1.0,97.0,2012-09-21,34742.59468962828
1.0,97.0,2012-09-28,34996.769689627625
1.0,97.0,2012-10-05,41717.85968962701
1.0,97.0,2012-10-12,40351.204689627215
1.0,97.0,2012-10-19,35718.844689627345
1.0,97.0,2012-10-26,34255.63468962738
1.0,98.0,2012-09-07,12384.065482748672
1.0,98.0,2012-09-14,12359.700482748449
1.0,98.0,2012-09-21,12078.95048274938
1.0,98.0,2012-09-28,11237.73548274883
1.0,98.0,2012-10-05,12779.305482748663
1.0,98.0,2012-10-12,12998.130482748384
1.0,98.0,2012-10-19,13208.575482748449
1.0,98.0,2012-10-26,13595.7204827487
1.0,99.0,2012-09-07,39.999999999999716
1.0,99.0,2012-09-14,399.9999999999997
1.0,99.0,2012-10-05,399.9999999999997
1.0,99.0,2012-10-12,399.9999999999997
2.0,1.0,2012-09-07,23589.801862048407
2.0,1.0,2012-09-14,24580.02186205257
2.0,1.0,2012-09-21,24625.886862052095
2.0,1.0,2012-09-28,25446.28186205421
2.0,1.0,2012-10-05,29258.10686205358
2.0,1.0,2012-10-12,31554.50186205127
2.0,1.0,2012-10-19,36440.141862051285
2.0,1.0,2012-10-26,49657.10686205195
2.0,2.0,2012-09-07,62461.35099998642
2.0,2.0,2012-09-14,61169.96599998827
2.0,2.0,2012-09-21,62725.810999985566
2.0,2.0,2012-09-28,63338.685999987545
2.0,2.0,2012-10-05,63892.70599998826
2.0,2.0,2012-10-12,62314.73599998794
2.0,2.0,2012-10-19,61017.43599998766
2.0,2.0,2012-10-26,60478.600999987466
2.0,3.0,2012-09-07,15286.666482752498
2.0,3.0,2012-09-14,13687.996482754319
2.0,3.0,2012-09-21,11981.961482749455
2.0,3.0,2012-09-28,12050.856482752151
2.0,3.0,2012-10-05,13796.706482753816
2.0,3.0,2012-10-12,11903.5114827541
2.0,3.0,2012-10-19,11161.31148275374
2.0,3.0,2012-10-26,10751.601482752962
2.0,4.0,2012-09-07,43932.3143792847
